Plik,Kolory,Rezystancja
resistor (12298).jpg,BROWN-RED-ORANGE,12000
resistor (12299).jpg,BROWN-RED-ORANGE-VIOLET,12000
resistor (123).jpg,ORANGE-BROWN-RED-ORANGE-BROWN,3100
resistor (1230).jpg,BLUE-BLACK-ORANGE-WHITE,60000
resistor (12300).jpg,VIOLET-ORANGE,BRAK
resistor (12301).jpg,ORANGE-RED-BROWN-ORANGE-BLACK,320
resistor (12302).jpg,VIOLET-ORANGE-RED,7300
resistor (12303).jpg,ORANGE-RED-BROWN-ORANGE-GRAY,320
resistor (12304).jpg,GRAY-RED-VIOLET-ORANGE-RED,820000000
resistor (12305).jpg,BROWN-ORANGE-ORANGE-BROWN,13000
resistor (12306).jpg,ORANGE-ORANGE,BRAK
resistor (12307).jpg,ORANGE-RED,BRAK
resistor (12308).jpg,RED-BLACK-RED,2000
resistor (12309).jpg,BLACK-RED-BLACK-BROWN-ORANGE,2
resistor (1231).jpg,BLUE-ORANGE-ORANGE-BLACK,63000
resistor (12310).jpg,BLACK-ORANGE-BLACK-BROWN-ORANGE,3
resistor (12311).jpg,BLACK-GRAY-RED-ORANGE-BLACK,800
resistor (12312).jpg,RED-BLACK-ORANGE-BROWN-RED,20000
resistor (12313).jpg,BLACK-BLACK-ORANGE-BLACK-BROWN,BRAK
resistor (12314).jpg,RED-BLACK-ORANGE-RED,20000
resistor (12315).jpg,BLACK-GRAY-ORANGE-RED-GRAY,8000
resistor (12316).jpg,BLACK-RED-GRAY-RED-ORANGE,200000000
resistor (12317).jpg,RED-BROWN-ORANGE-BLACK-ORANGE,21000
resistor (12318).jpg,RED-BLACK-RED,2000
resistor (12319).jpg,RED-BLACK-BROWN-ORANGE-RED,200
resistor (1232).jpg,BLACK-WHITE-BLACK-ORANGE-GRAY,9
resistor (12320).jpg,BLACK-RED-BLACK-BROWN-BLACK,2
resistor (12321).jpg,RED-BLACK-ORANGE-RED-BROWN,20000
resistor (12322).jpg,RED-BLACK-BROWN-ORANGE,200
resistor (12323).jpg,BLACK-GRAY-RED-BROWN-ORANGE,800
resistor (12324).jpg,ORANGE-GRAY-GRAY-GRAY-GRAY,3800000000
resistor (12325).jpg,RED-BLACK-RED,2000
resistor (12326).jpg,BLACK-BROWN-RED-BROWN-ORANGE,100
resistor (12327).jpg,BLACK-RED-ORANGE-BLACK-ORANGE,2000
resistor (12328).jpg,RED-BLACK-BROWN-RED,200
resistor (12329).jpg,BLACK-GRAY-RED-GRAY-RED,800
resistor (1233).jpg,BLACK-GRAY-ORANGE-BLUE,8000
resistor (12330).jpg,RED-BROWN-ORANGE-BLACK-ORANGE,21000
resistor (12331).jpg,BLACK-RED-ORANGE-BLACK-RED,2000
resistor (12332).jpg,RED-BLACK-BROWN-RED,200
resistor (12333).jpg,BLACK-ORANGE-RED-GRAY-RED,300
resistor (12334).jpg,BLACK-BROWN-ORANGE-BLACK-RED,1000
resistor (12335).jpg,BLACK-RED-BLACK-ORANGE-BROWN,2
resistor (12336).jpg,GRAY-RED-BROWN-ORANGE-BLACK,820
resistor (12337).jpg,BLACK-GRAY-RED-GRAY-ORANGE,800
resistor (12338).jpg,BLACK-RED-BLACK-ORANGE-BLACK,2
resistor (12339).jpg,BLACK-ORANGE-BLACK-BROWN-ORANGE,3
resistor (1234).jpg,BLUE-ORANGE-ORANGE-BLACK,63000
resistor (12340).jpg,RED-BLACK-ORANGE-BROWN-RED,20000
resistor (12341).jpg,RED-BLACK-BROWN-ORANGE-RED,200
resistor (12342).jpg,BLACK-RED-GRAY-BLACK-RED,200000000
resistor (12343).jpg,RED-BLACK-BROWN-ORANGE-RED,200
resistor (12344).jpg,BLACK-RED-ORANGE-BLACK-ORANGE,2000
resistor (12345).jpg,RED-BLACK-RED,2000
resistor (12346).jpg,RED-BLACK-BROWN-ORANGE-RED,200
resistor (12347).jpg,BLACK-RED-BLACK-BROWN-ORANGE,2
resistor (12348).jpg,BLACK-GRAY-BROWN-RED-BROWN,80
resistor (12349).jpg,RED-BLACK-BROWN-ORANGE-RED,200
resistor (1235).jpg,BLUE-GRAY-ORANGE-BLACK,68000
resistor (12350).jpg,RED-BLACK-BROWN-ORANGE-RED,200
resistor (12351).jpg,BLACK-RED-ORANGE-BLACK-ORANGE,2000
resistor (12352).jpg,ORANGE-RED-RED,3200
resistor (12353).jpg,BLACK-WHITE-RED-GRAY-RED,900
resistor (12354).jpg,RED-BROWN-ORANGE-BLACK-RED,21000
resistor (12355).jpg,GRAY-GRAY-GRAY-GRAY-ORANGE,8800000000
resistor (12356).jpg,BROWN-BLACK-ORANGE-BROWN-RED,10000
resistor (12357).jpg,BLACK-RED-BLACK-ORANGE,2
resistor (12358).jpg,ORANGE-BROWN-ORANGE-RED-ORANGE,31000
resistor (12359).jpg,BLACK-RED-ORANGE,2000
resistor (1236).jpg,BLUE-BLACK-BROWN,600
resistor (12360).jpg,GRAY-RED-BLACK-ORANGE,82
resistor (12361).jpg,BROWN-RED-BROWN-ORANGE-BLACK,120
resistor (12362).jpg,RED-BROWN-BLACK-RED,21
resistor (12363).jpg,BLACK-RED-ORANGE,2000
resistor (12364).jpg,RED-BLACK-ORANGE-RED,20000
resistor (12365).jpg,BROWN-RED-BLACK-RED-BROWN,12
resistor (12366).jpg,BROWN-RED-BROWN-ORANGE,120
resistor (12367).jpg,RED-ORANGE,BRAK
resistor (12368).jpg,BROWN-BLACK-BROWN,100
resistor (12369).jpg,ORANGE-BROWN-ORANGE-BROWN-ORANGE,31000
resistor (1237).jpg,BROWN-GRAY-BLUE,18000000
resistor (12370).jpg,BROWN-RED-RED-BROWN-ORANGE,1200
resistor (12371).jpg,RED-BROWN-ORANGE,21000
resistor (12372).jpg,BROWN-ORANGE-BROWN,130
resistor (12373).jpg,BROWN-BLACK-RED-BROWN,1000
resistor (12374).jpg,GRAY-RED-BROWN-ORANGE-RED,820
resistor (12375).jpg,BROWN-RED-RED-BROWN-BROWN,1200
resistor (12376).jpg,BROWN-RED-RED,1200
resistor (12377).jpg,RED-ORANGE-BLACK-ORANGE-RED,23
resistor (12378).jpg,BLACK-BROWN-RED-ORANGE-BROWN,100
resistor (12379).jpg,RED-ORANGE-WHITE,23000000000
resistor (1238).jpg,BLUE-ORANGE-BLACK,63
resistor (12380).jpg,RED-ORANGE,BRAK
resistor (12381).jpg,RED-BROWN-BLACK-RED,21
resistor (12382).jpg,RED-BROWN-ORANGE-BROWN-BROWN,21000
resistor (12383).jpg,RED-RED-ORANGE,22000
resistor (12384).jpg,BLACK-RED-BLACK-BROWN-ORANGE,2
resistor (12385).jpg,RED-BROWN-ORANGE-BLACK-ORANGE,21000
resistor (12386).jpg,BROWN-BLACK-RED,1000
resistor (12387).jpg,BROWN-BLACK-RED,1000
resistor (12388).jpg,BROWN-ORANGE-BLACK-BROWN-ORANGE,13
resistor (12389).jpg,BROWN-RED,BRAK
resistor (1239).jpg,BLUE-GRAY-BROWN,680
resistor (12390).jpg,BROWN-RED-BROWN,120
resistor (12391).jpg,ORANGE-RED,BRAK
resistor (12392).jpg,RED-ORANGE-BROWN,230
resistor (12393).jpg,RED,BRAK
resistor (12394).jpg,BLACK-BROWN-RED-BROWN,100
resistor (12395).jpg,BLACK-RED-ORANGE-BROWN,2000
resistor (12396).jpg,RED-BROWN-ORANGE-BLACK-RED,21000
resistor (12397).jpg,RED-RED-ORANGE,22000
resistor (12398).jpg,RED-BROWN,BRAK
resistor (12399).jpg,RED-BROWN-RED,2100
resistor (124).jpg,BROWN-ORANGE-RED-RED-BROWN,1300
resistor (1240).jpg,BLUE-ORANGE-ORANGE-BLACK,63000
resistor (12400).jpg,RED,BRAK
resistor (12401).jpg,RED-BROWN-ORANGE-BLACK-RED,21000
resistor (12402).jpg,RED-BLACK-RED-BROWN,2000
resistor (12403).jpg,RED-RED-ORANGE,22000
resistor (12404).jpg,WHITE-WHITE-BLUE-GRAY-BLACK,99000000
resistor (12405).jpg,GRAY-GRAY,BRAK
resistor (12406).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12407).jpg,GRAY-GRAY,BRAK
resistor (12408).jpg,ORANGE-GRAY-ORANGE-BLUE,38000
resistor (12409).jpg,GRAY-GRAY-GRAY,8800000000
resistor (1241).jpg,BLACK-GRAY-BLUE,8000000
resistor (12410).jpg,BLACK-BLACK-BLACK-ORANGE-ORANGE,BRAK
resistor (12411).jpg,GRAY-GRAY-GRAY,8800000000
resistor (12412).jpg,BLACK-ORANGE-ORANGE-BLACK-BLUE,3000
resistor (12413).jpg,GRAY-ORANGE-BLUE-ORANGE-GRAY,83000000
resistor (12414).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12415).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12416).jpg,BLACK-BLACK,BRAK
resistor (12417).jpg,BLUE-GRAY,BRAK
resistor (12418).jpg,ORANGE-GRAY-BLUE,38000000
resistor (12419).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (1242).jpg,BLACK-BLACK-ORANGE-BLUE,BRAK
resistor (12420).jpg,BROWN,BRAK
resistor (12421).jpg,WHITE-GRAY-GRAY,9800000000
resistor (12422).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12423).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12424).jpg,BLACK-GRAY-ORANGE-BLUE-ORANGE,8000
resistor (12425).jpg,BLACK-ORANGE-ORANGE-BLACK,3000
resistor (12426).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12427).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12428).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12429).jpg,GRAY-GRAY-GRAY-WHITE,8800000000
resistor (1243).jpg,BLUE-ORANGE-BLACK,63
resistor (12430).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12431).jpg,BLACK-ORANGE-GRAY-GRAY-ORANGE,300000000
resistor (12432).jpg,ORANGE-GRAY-ORANGE-BLUE,38000
resistor (12433).jpg,BLACK-ORANGE-ORANGE-BLUE-ORANGE,3000
resistor (12434).jpg,BLUE-GRAY-ORANGE-ORANGE-BLACK,68000
resistor (12435).jpg,BLACK-BLACK-BLACK-BLACK-BLACK,BRAK
resistor (12436).jpg,GRAY-WHITE-WHITE,89000000000
resistor (12437).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12438).jpg,,BRAK
resistor (12439).jpg,GRAY-GRAY-GRAY,8800000000
resistor (1244).jpg,BLUE-ORANGE-BLACK,63
resistor (12440).jpg,GRAY-GRAY-GRAY,8800000000
resistor (12441).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12442).jpg,,BRAK
resistor (12443).jpg,,BRAK
resistor (12444).jpg,,BRAK
resistor (12445).jpg,BLACK-BLACK,BRAK
resistor (12446).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12447).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12448).jpg,ORANGE-ORANGE-GRAY-ORANGE-BLUE,3300000000
resistor (12449).jpg,BLACK-GRAY-ORANGE-BLUE-ORANGE,8000
resistor (1245).jpg,BLACK-GRAY-BLACK-GRAY-GREEN,8
resistor (12450).jpg,BLACK-GRAY-GRAY-BLUE-GRAY,800000000
resistor (12451).jpg,GRAY-GRAY,BRAK
resistor (12452).jpg,BLUE-GRAY-BLACK,68
resistor (12453).jpg,,BRAK
resistor (12454).jpg,BLACK-ORANGE-GRAY-GRAY-ORANGE,300000000
resistor (12455).jpg,GRAY-ORANGE-BLUE-ORANGE-GRAY,83000000
resistor (12456).jpg,ORANGE-ORANGE-BLUE-ORANGE,33000000
resistor (12457).jpg,ORANGE-ORANGE-BLUE-ORANGE,33000000
resistor (12458).jpg,ORANGE-GRAY-ORANGE-BROWN-BLUE,38000
resistor (12459).jpg,BLUE,BRAK
resistor (1246).jpg,BLUE,BRAK
resistor (12460).jpg,,BRAK
resistor (12461).jpg,BLUE,BRAK
resistor (12462).jpg,BLACK-BLACK-BLACK-ORANGE-BLACK,BRAK
resistor (12463).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12464).jpg,GRAY-ORANGE-BLUE-ORANGE,83000000
resistor (12465).jpg,BLUE,BRAK
resistor (12466).jpg,BLUE,BRAK
resistor (12467).jpg,ORANGE-GRAY-ORANGE-BLUE,38000
resistor (12468).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12469).jpg,ORANGE-GRAY-ORANGE-BLUE,38000
resistor (1247).jpg,BLUE-ORANGE-BLACK,63
resistor (12470).jpg,BLACK-BLUE-ORANGE-GRAY-ORANGE,6000
resistor (12471).jpg,BLACK-BROWN-BLACK,1
resistor (12472).jpg,BLUE,BRAK
resistor (12473).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12474).jpg,,BRAK
resistor (12475).jpg,BLACK-BLUE-ORANGE-GRAY-ORANGE,6000
resistor (12476).jpg,ORANGE-GRAY-ORANGE-BLUE-GRAY,38000
resistor (12477).jpg,ORANGE-GRAY-ORANGE-BLUE,38000
resistor (12478).jpg,BLACK-ORANGE-GRAY-ORANGE-BLUE,300000000
resistor (12479).jpg,BLACK-BROWN,BRAK
resistor (1248).jpg,BLACK-WHITE-GRAY-GRAY-WHITE,900000000
resistor (12480).jpg,ORANGE-GRAY-ORANGE-BLUE,38000
resistor (12481).jpg,GRAY-ORANGE-BLUE,83000000
resistor (12482).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12483).jpg,BLUE,BRAK
resistor (12484).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12485).jpg,BLACK-ORANGE-BLUE-ORANGE-GRAY,3000000
resistor (12486).jpg,BLUE,BRAK
resistor (12487).jpg,ORANGE-GRAY-ORANGE-BLUE,38000
resistor (12488).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (12489).jpg,ORANGE-BROWN-GRAY-ORANGE-BLUE,3100000000
resistor (1249).jpg,BLACK-BLACK-ORANGE-GRAY-ORANGE,BRAK
resistor (12490).jpg,BLACK-ORANGE-BLUE-ORANGE-ORANGE,3000000
resistor (12491).jpg,ORANGE-ORANGE-BLUE,33000000
resistor (12492).jpg,ORANGE-ORANGE-BLUE-ORANGE,33000000
resistor (12493).jpg,ORANGE-GRAY-ORANGE-BLUE-GRAY,38000
resistor (12494).jpg,GRAY-ORANGE-BLUE-ORANGE,83000000
resistor (12495).jpg,BROWN,BRAK
resistor (12496).jpg,ORANGE-GRAY-ORANGE-BLUE,38000
resistor (12497).jpg,BROWN,BRAK
resistor (12498).jpg,,BRAK
resistor (12499).jpg,ORANGE-GRAY-ORANGE-BLUE-ORANGE,38000
resistor (125).jpg,BLACK-WHITE-BROWN-ORANGE-RED,90
resistor (1250).jpg,ORANGE-BLUE-BLACK-ORANGE-BLACK,36
resistor (12500).jpg,GRAY-GRAY-GRAY-BLACK-BROWN,8800000000
resistor (12501).jpg,ORANGE-BROWN-BLACK,31
resistor (12502).jpg,BLACK-ORANGE-BLACK-BROWN-BLACK,3
resistor (12503).jpg,GRAY-BLACK-BLACK-BROWN-RED,80
resistor (12504).jpg,GRAY-GRAY-GRAY-GRAY-BLACK,8800000000
resistor (12505).jpg,GRAY-GRAY-GRAY-GRAY-BLACK,8800000000
resistor (12506).jpg,BLACK-WHITE-GRAY-GRAY-BLACK,900000000
resistor (12507).jpg,GRAY-BLACK-RED-ORANGE,8000
resistor (12508).jpg,GRAY-BLACK-BLACK-RED-ORANGE,80
resistor (12509).jpg,GRAY-BLACK-ORANGE-RED-ORANGE,80000
resistor (1251).jpg,BLUE-GRAY-BLACK,68
resistor (12510).jpg,GRAY-ORANGE-RED,8300
resistor (12511).jpg,BLACK-BLACK-RED,BRAK
resistor (12512).jpg,BLACK-GRAY-GRAY-GRAY,800000000
resistor (12513).jpg,GRAY-BLACK-ORANGE-BLACK-ORANGE,80000
resistor (12514).jpg,GRAY-GRAY-GRAY-ORANGE-BLACK,8800000000
resistor (12515).jpg,BLACK-RED-ORANGE,2000
resistor (12516).jpg,RED-BROWN-ORANGE-BLACK-ORANGE,21000
resistor (12517).jpg,BLACK-ORANGE-BLACK,3
resistor (12518).jpg,GRAY-BLACK-RED-ORANGE,8000
resistor (12519).jpg,RED-BLACK-ORANGE-BLACK,20000
resistor (1252).jpg,BLUE-GRAY-ORANGE-ORANGE-BLACK,68000
resistor (12520).jpg,WHITE-RED-GRAY-GRAY-WHITE,9200000000
resistor (12521).jpg,GRAY-GRAY-GRAY-BLACK-BLACK,8800000000
resistor (12522).jpg,RED-BROWN-ORANGE-BLACK-ORANGE,21000
resistor (12523).jpg,GRAY-GRAY-BLACK-BLACK-RED,88
resistor (12524).jpg,BLACK-BROWN-BLACK,1
resistor (12525).jpg,BLACK-GRAY-WHITE-GRAY-GRAY,8000000000
resistor (12526).jpg,GRAY-BLACK-BLACK-RED-ORANGE,80
resistor (12527).jpg,BLACK-ORANGE-BLACK-BROWN-BLACK,3
resistor (12528).jpg,GRAY-GRAY-BLACK-BLACK-BROWN,88
resistor (12529).jpg,BLACK-BROWN-BLACK,1
resistor (1253).jpg,BLUE-ORANGE-BLACK,63
resistor (12530).jpg,GRAY-BLACK-RED-ORANGE,8000
resistor (12531).jpg,ORANGE-BLACK,BRAK
resistor (12532).jpg,ORANGE-ORANGE-BLACK,33
resistor (12533).jpg,GRAY-GRAY-BLACK-BLACK-RED,88
resistor (12534).jpg,RED-ORANGE-BROWN,230
resistor (12535).jpg,BLACK-ORANGE-BLACK,3
resistor (12536).jpg,BROWN-BROWN-BLACK-ORANGE-BLACK,11
resistor (12537).jpg,GRAY-BLACK-BLACK-RED-ORANGE,80
resistor (12538).jpg,GRAY-GRAY-GRAY-BLACK-RED,8800000000
resistor (12539).jpg,ORANGE-BLACK,BRAK
resistor (1254).jpg,BLUE-BLACK-ORANGE-BLACK,60000
resistor (12540).jpg,BLACK-RED-BROWN-BLACK-ORANGE,20
resistor (12541).jpg,BLACK-ORANGE-BLACK-BLACK-ORANGE,3
resistor (12542).jpg,BLACK-ORANGE-BLACK-BROWN,3
resistor (12543).jpg,BLACK-ORANGE-BLACK-RED-ORANGE,3
resistor (12544).jpg,GRAY-GRAY-ORANGE-BLACK-RED,88000
resistor (12545).jpg,WHITE-WHITE-GRAY-RED-WHITE,9900000000
resistor (12546).jpg,GRAY-BLACK-RED-ORANGE,8000
resistor (12547).jpg,BLACK-GRAY-RED-ORANGE-BLACK,800
resistor (12548).jpg,BLACK-RED-BLACK,2
resistor (12549).jpg,BROWN-ORANGE-BROWN,130
resistor (1255).jpg,ORANGE-BLACK-GREEN-ORANGE-ORANGE,3000000
resistor (12550).jpg,BLACK-BROWN-BLACK,1
resistor (12551).jpg,BROWN-ORANGE-RED-BROWN,1300
resistor (12552).jpg,BLACK-BROWN-ORANGE-RED-BROWN,1000
resistor (12553).jpg,GRAY-RED-ORANGE,82000
resistor (12554).jpg,GRAY-GRAY,BRAK
resistor (12555).jpg,ORANGE-BROWN-BLACK-BLACK,31
resistor (12556).jpg,BLACK-BROWN-RED-WHITE-BLACK,100
resistor (12557).jpg,GRAY-GRAY,BRAK
resistor (12558).jpg,GRAY-GRAY-GRAY,8800000000
resistor (12559).jpg,BLACK-BLACK-BROWN-BLACK-BROWN,BRAK
resistor (1256).jpg,GREEN-ORANGE-GRAY,5300000000
resistor (12560).jpg,WHITE,BRAK
resistor (12561).jpg,ORANGE-BROWN-RED,3100
resistor (12562).jpg,,BRAK
resistor (12563).jpg,BROWN-ORANGE-RED-BROWN,1300
resistor (12564).jpg,ORANGE-BROWN-BLACK,31
resistor (12565).jpg,BLACK-BLACK-BROWN-BLACK-BROWN,BRAK
resistor (12566).jpg,BROWN-ORANGE-RED-BROWN-GRAY,1300
resistor (12567).jpg,ORANGE-RED,BRAK
resistor (12568).jpg,BLACK-RED-BROWN-ORANGE-BLACK,20
resistor (12569).jpg,BROWN-ORANGE-RED-GRAY-BLACK,1300
resistor (1257).jpg,BLUE-ORANGE-ORANGE-BLACK,63000
resistor (12570).jpg,GRAY-GRAY,BRAK
resistor (12571).jpg,ORANGE-BROWN-RED,3100
resistor (12572).jpg,BROWN-ORANGE-RED,1300
resistor (12573).jpg,ORANGE-BROWN,BRAK
resistor (12574).jpg,BROWN-BROWN-BLACK,11
resistor (12575).jpg,BROWN-RED-BROWN,120
resistor (12576).jpg,BLACK-BROWN-BROWN-BLACK-BLACK,10
resistor (12577).jpg,BROWN-BLACK-BROWN-BLACK-BLACK,100
resistor (12578).jpg,ORANGE-BROWN-RED,3100
resistor (12579).jpg,BROWN-BROWN-BROWN-BLACK-BLACK,110
resistor (1258).jpg,ORANGE-GREEN-ORANGE-BROWN-ORANGE,35000
resistor (12580).jpg,RED,BRAK
resistor (12581).jpg,ORANGE-RED-BROWN,320
resistor (12582).jpg,,BRAK
resistor (12583).jpg,GRAY-GRAY,BRAK
resistor (12584).jpg,BLACK-BROWN-BLACK-BROWN-BLACK,1
resistor (12585).jpg,BLACK-BLACK-BROWN-BROWN-BROWN,BRAK
resistor (12586).jpg,GRAY-GRAY,BRAK
resistor (12587).jpg,BLACK-GRAY-GRAY-BROWN-ORANGE,800000000
resistor (12588).jpg,RED-BROWN-ORANGE,21000
resistor (12589).jpg,,BRAK
resistor (1259).jpg,BLUE-GRAY-BLACK,68
resistor (12590).jpg,RED-BROWN-ORANGE,21000
resistor (12591).jpg,BLACK-BROWN-BLACK,1
resistor (12592).jpg,BLACK-GRAY-RED-GRAY-BLACK,800
resistor (12593).jpg,BROWN-ORANGE-RED,1300
resistor (12594).jpg,RED-GRAY-WHITE,28000000000
resistor (12595).jpg,BLACK-ORANGE-RED-ORANGE-BLACK,300
resistor (12596).jpg,BROWN-ORANGE,BRAK
resistor (12597).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (12598).jpg,ORANGE-BROWN-ORANGE-RED,31000
resistor (12599).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (126).jpg,BLACK-RED-WHITE-RED-RED,2000000000
resistor (1260).jpg,RED-BLACK,BRAK
resistor (12600).jpg,RED,BRAK
resistor (12601).jpg,BROWN-ORANGE-RED-ORANGE,1300
resistor (12602).jpg,RED-BROWN-ORANGE,21000
resistor (12603).jpg,ORANGE-RED-BROWN-ORANGE,320
resistor (12604).jpg,RED-RED-ORANGE,22000
resistor (12605).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (12606).jpg,RED,BRAK
resistor (12607).jpg,RED-ORANGE,BRAK
resistor (12608).jpg,BROWN-BROWN-ORANGE-ORANGE-BROWN,11000
resistor (12609).jpg,ORANGE-BROWN,BRAK
resistor (1261).jpg,RED-BLACK,BRAK
resistor (12610).jpg,RED-BROWN-RED-BROWN,2100
resistor (12611).jpg,ORANGE-BROWN-ORANGE-RED,31000
resistor (12612).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (12613).jpg,ORANGE-BROWN-ORANGE,31000
resistor (12614).jpg,WHITE-ORANGE,BRAK
resistor (12615).jpg,BROWN-ORANGE-BROWN-ORANGE,130
resistor (12616).jpg,ORANGE-ORANGE-BROWN-RED,330
resistor (12617).jpg,ORANGE,BRAK
resistor (12618).jpg,RED-ORANGE,BRAK
resistor (12619).jpg,RED-ORANGE-ORANGE-RED,23000
resistor (1262).jpg,RED,BRAK
resistor (12620).jpg,RED-ORANGE,BRAK
resistor (12621).jpg,ORANGE-ORANGE-BROWN-RED,330
resistor (12622).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (12623).jpg,RED-ORANGE,BRAK
resistor (12624).jpg,RED-ORANGE-RED-BROWN-ORANGE,2300
resistor (12625).jpg,BROWN-ORANGE-RED-ORANGE-RED,1300
resistor (12626).jpg,ORANGE-BROWN-RED-ORANGE,3100
resistor (12627).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (12628).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (12629).jpg,BROWN-RED-ORANGE-BROWN-RED,12000
resistor (1263).jpg,BLUE-RED-GRAY-BLACK-BLUE,6200000000
resistor (12630).jpg,ORANGE-RED-ORANGE-BROWN-RED,32000
resistor (12631).jpg,GRAY-GRAY-ORANGE-BROWN-ORANGE,88000
resistor (12632).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (12633).jpg,ORANGE-RED-BROWN-ORANGE-RED,320
resistor (12634).jpg,RED-ORANGE-ORANGE-BROWN-RED,23000
resistor (12635).jpg,ORANGE-RED,BRAK
resistor (12636).jpg,RED-BROWN-RED-ORANGE,2100
resistor (12637).jpg,BROWN-BROWN-ORANGE-RED,11000
resistor (12638).jpg,ORANGE-RED,BRAK
resistor (12639).jpg,ORANGE-RED,BRAK
resistor (1264).jpg,RED-BLACK,BRAK
resistor (12640).jpg,BLACK-RED,BRAK
resistor (12641).jpg,GRAY-GRAY-GRAY-RED-ORANGE,8800000000
resistor (12642).jpg,RED-RED-ORANGE-BROWN-RED,22000
resistor (12643).jpg,BROWN-ORANGE-RED-ORANGE,1300
resistor (12644).jpg,ORANGE-RED-ORANGE,32000
resistor (12645).jpg,ORANGE-RED-ORANGE-RED,32000
resistor (12646).jpg,RED-ORANGE-RED,2300
resistor (12647).jpg,BLACK-GRAY-GRAY-RED-RED,800000000
resistor (12648).jpg,RED-ORANGE-BROWN-RED,230
resistor (12649).jpg,BROWN-ORANGE-RED-GRAY,1300
resistor (1265).jpg,RED,BRAK
resistor (12650).jpg,BLACK-GRAY-BROWN-RED-ORANGE,80
resistor (12651).jpg,BLACK-RED-ORANGE,2000
resistor (12652).jpg,ORANGE-BROWN-RED-GRAY-GRAY,3100
resistor (12653).jpg,ORANGE-BROWN-RED,3100
resistor (12654).jpg,ORANGE-BROWN-RED-GRAY-GRAY,3100
resistor (12655).jpg,RED-RED-ORANGE-BROWN-GRAY,22000
resistor (12656).jpg,BLACK-ORANGE-RED-BLACK,300
resistor (12657).jpg,BROWN,BRAK
resistor (12658).jpg,RED-BROWN-ORANGE-RED,21000
resistor (12659).jpg,ORANGE-BROWN-RED-BROWN-GRAY,3100
resistor (1266).jpg,BLACK-BROWN,BRAK
resistor (12660).jpg,RED-BROWN-BROWN,210
resistor (12661).jpg,BLACK-BROWN-RED-BROWN-ORANGE,100
resistor (12662).jpg,GRAY-RED-BROWN-ORANGE-RED,820
resistor (12663).jpg,BROWN-ORANGE-RED-BROWN-GRAY,1300
resistor (12664).jpg,BLACK-GRAY-GRAY-BROWN-ORANGE,800000000
resistor (12665).jpg,BLACK-BROWN-ORANGE-RED,1000
resistor (12666).jpg,BROWN-GRAY,BRAK
resistor (12667).jpg,BROWN-ORANGE-RED-GRAY,1300
resistor (12668).jpg,BLACK-BROWN,BRAK
resistor (12669).jpg,RED-BROWN-ORANGE-RED-GRAY,21000
resistor (1267).jpg,BROWN-WHITE-BLACK-BROWN-WHITE,19
resistor (12670).jpg,WHITE-WHITE,BRAK
resistor (12671).jpg,,BRAK
resistor (12672).jpg,ORANGE-BROWN-RED,3100
resistor (12673).jpg,ORANGE-BROWN-RED-GRAY-GRAY,3100
resistor (12674).jpg,RED-ORANGE-RED-GRAY,2300
resistor (12675).jpg,RED-RED,BRAK
resistor (12676).jpg,BLACK-GRAY,BRAK
resistor (12677).jpg,BROWN-ORANGE-GRAY-GRAY-GRAY,1300000000
resistor (12678).jpg,BLACK-ORANGE-BROWN-RED,30
resistor (12679).jpg,ORANGE,BRAK
